Product ID,Product Name,Supplier,Warehouse Location,Demand Forecast,Inventory Level,Lead Time (Days),Transportation Cost ($),Order Quantity,Delivery Time (Days)
P4058,Product_4058,Supplier B,Chicago,6362,4082,10,63.54,971,3
P4059,Product_4059,Supplier B,Chicago,830,299,18,153.87,744,1
P4060,Product_4060,Supplier D,Miami,7983,3015,13,94.91,595,14
P4061,Product_4061,Supplier C,Los Angeles,9337,2238,7,429.72,693,15
P4062,Product_4062,Supplier B,Los Angeles,5572,3860,3,351.55,351,11
P4063,Product_4063,Supplier A,Houston,8291,2052,17,288.48,602,1
P4064,Product_4064,Supplier A,Houston,6988,1275,4,131.65,475,4
P4065,Product_4065,Supplier A,Miami,8780,4980,9,346.17,499,4
P4066,Product_4066,Supplier D,Los Angeles,1525,1636,6,372.04,650,14
P4067,Product_4067,Supplier B,Chicago,1276,864,26,85.69,117,6
P4068,Product_4068,Supplier D,Houston,4535,1938,8,143.92,305,11
P4069,Product_4069,Supplier A,Miami,1888,1923,28,154.25,422,11
P4070,Product_4070,Supplier A,Chicago,789,1499,25,300.05,177,13
P4071,Product_4071,Supplier D,Miami,362,4909,24,112.16,514,3
P4072,Product_4072,Supplier C,Los Angeles,5358,4769,14,329.37,575,10
P4073,Product_4073,Supplier D,New York,8580,995,18,466.9,290,2
P4074,Product_4074,Supplier B,Los Angeles,8489,370,18,340.9,334,1
P4075,Product_4075,Supplier C,Houston,7104,2933,19,374.04,790,8
P4076,Product_4076,Supplier A,Miami,8239,240,27,287.0,575,15
P4077,Product_4077,Supplier D,Houston,3682,4253,21,452.55,294,8
P4078,Product_4078,Supplier A,New York,7608,4129,14,131.37,365,11
P4079,Product_4079,Supplier A,Los Angeles,9363,2742,16,229.66,788,7
P4080,Product_4080,Supplier B,Miami,4028,2513,17,160.35,811,14
P4081,Product_4081,Supplier C,Chicago,6855,4604,19,252.89,466,4
P4082,Product_4082,Supplier A,Houston,1711,255,6,325.9,741,3
P4083,Product_4083,Supplier D,Houston,8200,2772,10,196.02,364,6
P4084,Product_4084,Supplier B,Los Angeles,4122,2684,26,356.0,685,2
P4085,Product_4085,Supplier C,Chicago,7500,637,17,343.36,831,11
P4086,Product_4086,Supplier C,Los Angeles,4246,132,22,87.03,703,15
P4087,Product_4087,Supplier C,Houston,3281,2339,3,398.98,569,9
P4088,Product_4088,Supplier D,Houston,3252,1997,4,471.69,976,1
P4089,Product_4089,Supplier C,Chicago,5461,3948,12,222.73,733,3
P4090,Product_4090,Supplier D,New York,7057,3193,25,399.47,664,1
P4091,Product_4091,Supplier B,Chicago,3550,4831,25,283.82,303,15
P4092,Product_4092,Supplier B,Los Angeles,7202,891,30,72.08,313,10
P4093,Product_4093,Supplier A,Chicago,807,2917,27,458.64,628,9
P4094,Product_4094,Supplier C,Houston,1533,798,24,125.15,305,14
P4095,Product_4095,Supplier D,New York,4765,4018,17,246.95,136,5
P4096,Product_4096,Supplier C,Chicago,2715,1662,26,379.38,336,5
P4097,Product_4097,Supplier A,Los Angeles,9489,3630,16,197.69,179,10
P4098,Product_4098,Supplier D,New York,715,4013,29,347.0,890,4
P4099,Product_4099,Supplier C,Los Angeles,2566,4946,11,352.86,922,12
P4100,Product_4100,Supplier A,Los Angeles,1437,2008,20,404.96,441,11
P4101,Product_4101,Supplier D,New York,1940,1109,13,490.57,668,3
P4102,Product_4102,Supplier C,New York,2129,2043,7,403.02,860,15
P4103,Product_4103,Supplier B,New York,224,2632,5,279.09,376,14
P4104,Product_4104,Supplier D,Houston,374,853,7,267.22,717,13
P4105,Product_4105,Supplier D,Los Angeles,6922,3466,16,120.13,220,11
P4106,Product_4106,Supplier A,Los Angeles,2317,2518,4,322.32,331,4
P4107,Product_4107,Supplier C,Los Angeles,9174,2034,21,96.64,472,11
P4108,Product_4108,Supplier D,Miami,8260,119,6,486.34,377,10
P4109,Product_4109,Supplier B,Miami,7814,3904,25,172.09,297,3
P4110,Product_4110,Supplier A,New York,1252,40,19,386.97,867,4
P4111,Product_4111,Supplier B,New York,1442,4244,18,400.17,894,13
P4112,Product_4112,Supplier B,New York,6300,3663,17,252.6,659,6
P4113,Product_4113,Supplier B,Houston,120,2385,8,413.7,105,15
P4114,Product_4114,Supplier A,New York,4298,4126,12,456.25,464,14
P4115,Product_4115,Supplier C,Chicago,1949,4887,17,227.03,818,13
P4116,Product_4116,Supplier C,Los Angeles,7168,4938,15,80.86,255,1
P4117,Product_4117,Supplier C,New York,2514,2379,19,151.81,885,3
P4118,Product_4118,Supplier B,Los Angeles,9850,917,22,99.57,574,4
P4119,Product_4119,Supplier C,Houston,1054,2198,15,403.4,653,13
P4120,Product_4120,Supplier D,Miami,9571,4056,6,459.12,747,7
P4121,Product_4121,Supplier A,Los Angeles,1312,2696,5,72.11,473,6
P4122,Product_4122,Supplier A,Los Angeles,9343,4152,7,363.17,222,7
P4123,Product_4123,Supplier B,Los Angeles,8444,4527,27,480.09,389,1
P4124,Product_4124,Supplier C,Chicago,3588,1656,9,415.66,339,1
P4125,Product_4125,Supplier D,Miami,621,4744,4,332.62,729,14
P4126,Product_4126,Supplier A,Chicago,4543,2761,6,139.6,602,6
P4127,Product_4127,Supplier B,Chicago,842,1704,28,207.09,352,14
P4128,Product_4128,Supplier B,Chicago,2531,2366,14,491.82,593,11
P4129,Product_4129,Supplier C,Chicago,5914,2418,23,498.64,140,13
P4130,Product_4130,Supplier C,New York,4985,2054,22,360.36,530,4
P4131,Product_4131,Supplier D,New York,7390,3641,27,390.9,369,15
P4132,Product_4132,Supplier D,New York,2285,4428,2,195.14,761,13
P4133,Product_4133,Supplier A,Chicago,2797,1054,12,211.68,982,9
P4134,Product_4134,Supplier C,Chicago,6637,4185,16,178.45,500,6
P4135,Product_4135,Supplier A,Los Angeles,6390,78,16,135.54,449,11
P4136,Product_4136,Supplier A,Los Angeles,5934,512,27,493.79,61,14
P4137,Product_4137,Supplier B,Chicago,9135,899,26,246.83,160,5
P4138,Product_4138,Supplier C,Chicago,2078,3648,8,72.48,876,14
P4139,Product_4139,Supplier B,Chicago,6987,1239,29,176.8,897,12
P4140,Product_4140,Supplier B,Miami,691,2465,9,89.69,266,2
P4141,Product_4141,Supplier D,Miami,8961,2902,27,229.93,947,9
P4142,Product_4142,Supplier B,Chicago,1531,4866,8,338.09,265,13
P4143,Product_4143,Supplier B,Miami,6156,753,26,496.28,719,12
P4144,Product_4144,Supplier A,Los Angeles,682,610,16,92.81,425,12
P4145,Product_4145,Supplier B,Chicago,5288,252,16,64.91,896,6
P4146,Product_4146,Supplier C,Houston,6402,4285,5,438.02,225,15
P4147,Product_4147,Supplier A,Chicago,8462,4654,14,90.49,60,10
P4148,Product_4148,Supplier A,Houston,3412,3715,2,125.45,119,10
P4149,Product_4149,Supplier C,Houston,7449,136,3,316.25,737,3
P4150,Product_4150,Supplier A,Los Angeles,2916,622,10,177.65,970,1
P4151,Product_4151,Supplier C,Miami,7447,581,23,235.59,662,4
P4152,Product_4152,Supplier C,New York,8000,1435,3,435.34,729,1
P4153,Product_4153,Supplier B,New York,6728,2956,27,82.22,967,15
P4154,Product_4154,Supplier C,Miami,2434,2635,13,157.28,297,14
P4155,Product_4155,Supplier A,Chicago,9754,4176,30,379.7,446,2
P4156,Product_4156,Supplier A,Houston,9372,3413,30,342.27,785,4
P4157,Product_4157,Supplier B,Chicago,7232,878,26,428.57,847,2
P4158,Product_4158,Supplier D,Chicago,7890,1820,10,312.69,67,6
P4159,Product_4159,Supplier A,Miami,8525,2074,22,406.76,579,6
P4160,Product_4160,Supplier B,Chicago,586,1447,5,95.56,579,5
P4161,Product_4161,Supplier D,Miami,5229,712,22,303.37,955,1
P4162,Product_4162,Supplier C,New York,795,481,15,238.11,728,4
P4163,Product_4163,Supplier A,Houston,2514,2930,6,207.25,101,2
P4164,Product_4164,Supplier C,Houston,6565,2382,19,359.89,994,14
P4165,Product_4165,Supplier B,Los Angeles,8419,4718,25,168.71,543,10
P4166,Product_4166,Supplier D,Los Angeles,2247,579,11,329.37,229,15
P4167,Product_4167,Supplier D,Chicago,8268,3001,10,259.61,638,15
P4168,Product_4168,Supplier D,New York,4628,1761,4,237.2,290,4
P4169,Product_4169,Supplier A,Los Angeles,1289,4932,19,281.83,694,1
P4170,Product_4170,Supplier B,Houston,6790,3377,3,274.5,809,5
P4171,Product_4171,Supplier A,Miami,2613,4105,2,215.46,901,11
P4172,Product_4172,Supplier B,Houston,4157,939,7,311.69,505,6
P4173,Product_4173,Supplier B,Miami,6589,1457,10,442.62,88,2
P4174,Product_4174,Supplier C,Chicago,2695,3136,20,455.4,453,10
P4175,Product_4175,Supplier C,New York,1151,1978,20,444.09,492,10
P4176,Product_4176,Supplier D,Chicago,7388,2627,27,136.27,652,14
P4177,Product_4177,Supplier B,New York,3565,3561,13,399.94,137,6
P4178,Product_4178,Supplier A,Houston,4553,2300,2,477.47,805,5
P4179,Product_4179,Supplier A,Houston,5614,288,4,155.02,223,3
P4180,Product_4180,Supplier D,Miami,9036,2771,22,162.67,608,8
P4181,Product_4181,Supplier C,Houston,5345,1228,11,122.07,302,6
P4182,Product_4182,Supplier D,New York,7660,1202,17,440.71,959,14
P4183,Product_4183,Supplier B,Los Angeles,2218,2798,11,72.33,434,9
P4184,Product_4184,Supplier B,Chicago,3036,3052,2,396.1,598,3
P4185,Product_4185,Supplier D,New York,4780,881,25,51.61,449,3
P4186,Product_4186,Supplier D,Los Angeles,3948,3125,3,125.29,854,10
P4187,Product_4187,Supplier B,Los Angeles,7829,1953,12,198.21,396,1
P4188,Product_4188,Supplier A,Miami,3937,1987,22,240.12,79,15
P4189,Product_4189,Supplier C,Houston,325,847,21,201.41,368,7
P4190,Product_4190,Supplier A,Chicago,1251,3593,15,327.85,498,3
P4191,Product_4191,Supplier D,Miami,4071,3790,28,243.68,117,9
P4192,Product_4192,Supplier C,Miami,8817,918,19,157.25,467,15
P4193,Product_4193,Supplier A,Miami,828,1994,29,114.06,544,4
P4194,Product_4194,Supplier D,Miami,9990,191,9,154.93,987,7
P4195,Product_4195,Supplier C,Houston,601,3478,4,329.4,852,10
P4196,Product_4196,Supplier C,Miami,559,1957,10,71.74,403,6
P4197,Product_4197,Supplier D,Miami,3223,4334,27,313.8,190,6
P4198,Product_4198,Supplier A,Los Angeles,9264,3064,8,334.15,200,12
P4199,Product_4199,Supplier A,Chicago,6400,42,21,407.37,511,10
P4200,Product_4200,Supplier D,Los Angeles,2618,1924,10,351.67,982,12
P4201,Product_4201,Supplier D,Los Angeles,359,2553,29,411.93,649,1
P4202,Product_4202,Supplier A,New York,3301,1998,23,341.0,962,4
P4203,Product_4203,Supplier D,Los Angeles,4430,2824,9,207.91,95,13
P4204,Product_4204,Supplier A,Houston,2934,2304,28,428.56,860,4
P4205,Product_4205,Supplier C,Miami,3547,3925,29,83.53,890,12
P4206,Product_4206,Supplier B,Miami,6947,3795,25,435.82,888,15
P4207,Product_4207,Supplier A,Houston,283,2850,21,380.35,111,11
P4208,Product_4208,Supplier A,New York,1126,1183,7,326.96,624,7
P4209,Product_4209,Supplier B,Miami,3219,4372,16,226.72,767,8
P4210,Product_4210,Supplier C,Chicago,269,1543,24,303.48,675,9
P4211,Product_4211,Supplier A,Chicago,2663,4943,27,120.27,904,7
P4212,Product_4212,Supplier D,Chicago,9590,2276,30,367.55,481,10
P4213,Product_4213,Supplier B,Chicago,8694,3367,24,188.16,371,6
P4214,Product_4214,Supplier C,Houston,3368,1321,14,247.7,783,11
P4215,Product_4215,Supplier D,Houston,6699,4691,6,317.85,777,6
P4216,Product_4216,Supplier B,Miami,1053,1495,12,120.9,890,9
P4217,Product_4217,Supplier B,Houston,5238,1059,3,116.79,111,7
P4218,Product_4218,Supplier B,New York,8736,4925,21,244.82,82,14
P4219,Product_4219,Supplier C,Los Angeles,9477,4987,15,395.5,304,13
P4220,Product_4220,Supplier B,Los Angeles,5533,1832,13,241.19,342,8
P4221,Product_4221,Supplier C,Miami,4202,3955,10,452.88,209,12
P4222,Product_4222,Supplier B,Los Angeles,4394,2855,25,370.19,768,2
P4223,Product_4223,Supplier B,Miami,510,1591,22,299.07,815,6
P4224,Product_4224,Supplier A,Los Angeles,6337,4048,30,133.49,551,7
P4225,Product_4225,Supplier B,New York,2608,1662,12,474.71,792,14
P4226,Product_4226,Supplier B,Chicago,8240,858,19,420.86,984,4
P4227,Product_4227,Supplier C,Miami,1748,1362,9,409.63,850,5
P4228,Product_4228,Supplier B,New York,561,4689,23,205.17,439,11
P4229,Product_4229,Supplier C,Miami,2494,3162,13,497.94,473,14
P4230,Product_4230,Supplier D,Miami,6942,2235,29,138.18,472,10
P4231,Product_4231,Supplier B,New York,8372,3452,19,134.7,200,14
P4232,Product_4232,Supplier D,Los Angeles,2424,3308,20,57.01,421,12
P4233,Product_4233,Supplier C,Houston,2321,2179,8,281.39,703,13
P4234,Product_4234,Supplier D,Houston,6793,3545,21,436.59,362,6
P4235,Product_4235,Supplier B,Chicago,2606,4429,18,61.17,595,2
P4236,Product_4236,Supplier C,Houston,7360,3922,28,88.01,773,6
P4237,Product_4237,Supplier B,Houston,6686,2294,5,481.77,636,12
P4238,Product_4238,Supplier D,Houston,1594,1786,14,145.79,658,8
P4239,Product_4239,Supplier B,Los Angeles,3112,2629,30,468.02,65,9
P4240,Product_4240,Supplier C,Miami,9794,917,28,113.66,477,13
P4241,Product_4241,Supplier C,Los Angeles,5422,3115,29,368.63,252,4
P4242,Product_4242,Supplier C,Houston,4747,3672,18,337.13,647,5
P4243,Product_4243,Supplier C,Chicago,5167,2008,14,282.04,464,6
P4244,Product_4244,Supplier A,Chicago,8386,4270,9,124.83,265,11
P4245,Product_4245,Supplier D,Chicago,2813,1022,20,351.95,100,2
P4246,Product_4246,Supplier C,Los Angeles,2195,532,21,334.28,721,5
P4247,Product_4247,Supplier C,Miami,5124,866,15,475.69,358,2
P4248,Product_4248,Supplier D,Chicago,3713,1363,11,390.54,960,1
P4249,Product_4249,Supplier D,New York,9484,1660,5,71.61,575,12
P4250,Product_4250,Supplier B,Los Angeles,3274,3875,14,262.42,446,10
P4251,Product_4251,Supplier B,Houston,1869,440,14,284.13,742,6
P4252,Product_4252,Supplier B,Miami,8769,715,16,468.75,722,1
P4253,Product_4253,Supplier B,Miami,4649,3352,20,79.69,505,13
P4254,Product_4254,Supplier D,Miami,7534,3985,19,447.93,642,2
P4255,Product_4255,Supplier C,Los Angeles,5491,3138,13,306.09,588,14
P4256,Product_4256,Supplier D,Miami,8745,3185,17,271.8,482,13
P4257,Product_4257,Supplier B,New York,7723,2278,9,337.17,269,6
P4258,Product_4258,Supplier A,Miami,8850,1684,10,411.42,99,10
P4259,Product_4259,Supplier D,Chicago,7149,3044,24,88.59,307,10
P4260,Product_4260,Supplier A,Houston,9652,3672,13,51.11,482,1
P4261,Product_4261,Supplier D,Miami,4466,2761,13,129.19,472,13
P4262,Product_4262,Supplier C,Houston,749,3366,14,476.09,310,3
P4263,Product_4263,Supplier B,New York,314,741,19,76.02,243,4
P4264,Product_4264,Supplier A,Houston,9328,4766,4,306.9,920,13
P4265,Product_4265,Supplier B,Los Angeles,3340,64,19,471.01,850,10
P4266,Product_4266,Supplier C,Houston,523,4040,10,69.58,322,1
P4267,Product_4267,Supplier C,New York,3297,3156,12,88.55,958,9
P4268,Product_4268,Supplier C,New York,5671,1242,29,175.99,313,13
P4269,Product_4269,Supplier D,Los Angeles,9436,3652,20,462.3,452,15
P4270,Product_4270,Supplier C,New York,3539,3875,19,202.37,751,14
P4271,Product_4271,Supplier A,Los Angeles,4602,2323,2,296.48,210,15
P4272,Product_4272,Supplier A,Houston,3992,1975,27,413.88,359,12
P4273,Product_4273,Supplier B,New York,893,1,23,120.5,959,7
P4274,Product_4274,Supplier A,Miami,3546,4495,28,262.16,690,1
P4275,Product_4275,Supplier C,Houston,6287,1750,10,383.58,868,8
P4276,Product_4276,Supplier D,Los Angeles,9459,227,19,327.61,397,8
P4277,Product_4277,Supplier C,New York,5332,449,4,397.84,740,13
P4278,Product_4278,Supplier C,New York,2992,6,30,498.57,884,13
P4279,Product_4279,Supplier D,Chicago,8821,3128,29,325.03,405,5
P4280,Product_4280,Supplier D,New York,626,4802,16,471.98,722,9
P4281,Product_4281,Supplier D,Los Angeles,766,366,26,170.27,90,14
P4282,Product_4282,Supplier A,Chicago,3497,3168,20,346.32,350,4
P4283,Product_4283,Supplier D,Miami,7315,982,20,214.72,781,5
P4284,Product_4284,Supplier C,Los Angeles,6524,219,15,374.1,422,8
P4285,Product_4285,Supplier D,Los Angeles,8978,982,18,223.25,177,4
P4286,Product_4286,Supplier A,Los Angeles,4107,464,27,398.36,124,8
P4287,Product_4287,Supplier B,Miami,1826,775,27,282.62,58,7
P4288,Product_4288,Supplier A,Chicago,6999,4863,23,340.72,629,11
P4289,Product_4289,Supplier D,Miami,6316,262,4,407.9,242,4
P4290,Product_4290,Supplier A,Houston,8624,1996,8,378.59,85,4
P4291,Product_4291,Supplier A,New York,5551,2904,18,486.5,845,13
P4292,Product_4292,Supplier B,Los Angeles,2024,1757,17,111.94,562,3
P4293,Product_4293,Supplier B,Houston,3056,3580,12,158.48,440,12
P4294,Product_4294,Supplier C,Los Angeles,457,1730,7,74.39,802,15
P4295,Product_4295,Supplier B,Houston,6058,4084,17,426.54,652,14
P4296,Product_4296,Supplier D,Chicago,1958,4452,21,348.26,776,11
P4297,Product_4297,Supplier D,New York,9682,4408,21,470.92,976,13
P4298,Product_4298,Supplier C,Los Angeles,3217,2448,25,211.59,63,4
P4299,Product_4299,Supplier B,Chicago,1843,2190,21,499.64,616,8
P4300,Product_4300,Supplier C,Miami,2342,2866,21,349.2,281,1
P4301,Product_4301,Supplier D,Miami,1772,562,5,463.55,981,14
P4302,Product_4302,Supplier C,Los Angeles,5254,3652,11,310.89,479,5
P4303,Product_4303,Supplier D,Chicago,5559,278,18,261.57,601,10
P4304,Product_4304,Supplier C,Houston,132,2009,11,406.39,783,14
P4305,Product_4305,Supplier B,Los Angeles,152,4735,18,407.6,85,1
P4306,Product_4306,Supplier D,Houston,1155,3925,20,443.59,913,9
P4307,Product_4307,Supplier D,Chicago,388,166,7,293.35,306,15
P4308,Product_4308,Supplier A,Miami,8633,4469,19,321.06,339,11
P4309,Product_4309,Supplier B,New York,2754,3733,13,457.93,842,12
P4310,Product_4310,Supplier B,Miami,2860,3776,17,210.69,253,2
P4311,Product_4311,Supplier D,Miami,9157,365,13,376.02,133,15
P4312,Product_4312,Supplier C,Chicago,3349,3689,6,155.9,755,5
P4313,Product_4313,Supplier C,Chicago,6797,4901,19,277.0,330,11
P4314,Product_4314,Supplier B,Chicago,3406,839,25,148.89,694,4
P4315,Product_4315,Supplier A,Chicago,1255,3127,6,492.59,714,9
P4316,Product_4316,Supplier A,Miami,2705,729,3,250.66,822,12
P4317,Product_4317,Supplier D,New York,2617,1723,26,410.61,447,14
P4318,Product_4318,Supplier B,New York,477,2052,19,115.99,819,15
P4319,Product_4319,Supplier A,New York,9705,1973,19,300.81,379,10
P4320,Product_4320,Supplier C,Los Angeles,8685,4274,11,292.84,498,9
P4321,Product_4321,Supplier C,New York,7270,3816,25,258.4,619,15
P4322,Product_4322,Supplier A,Miami,3161,2182,30,168.36,333,12
P4323,Product_4323,Supplier C,Los Angeles,1767,330,9,85.26,372,7
P4324,Product_4324,Supplier A,Chicago,3031,1226,24,439.59,579,9
P4325,Product_4325,Supplier A,Miami,451,111,2,433.31,440,8
P4326,Product_4326,Supplier C,Miami,2849,915,8,250.56,390,3
P4327,Product_4327,Supplier C,Chicago,9618,2376,17,140.39,933,15
P4328,Product_4328,Supplier C,Chicago,3018,4504,7,161.91,876,4
P4329,Product_4329,Supplier D,Chicago,2994,2127,10,53.82,632,7
P4330,Product_4330,Supplier D,Chicago,3620,3314,29,286.61,320,13
P4331,Product_4331,Supplier B,Chicago,5589,2547,23,497.89,104,13
P4332,Product_4332,Supplier C,Chicago,3653,472,14,93.92,972,8
P4333,Product_4333,Supplier D,Chicago,3029,2325,13,103.96,624,9
P4334,Product_4334,Supplier A,Chicago,8179,733,13,377.49,879,4
P4335,Product_4335,Supplier A,Los Angeles,9692,2122,10,213.32,866,7
P4336,Product_4336,Supplier A,Miami,2861,4304,6,478.41,226,13
P4337,Product_4337,Supplier D,New York,3444,1028,29,415.69,725,2
P4338,Product_4338,Supplier D,Chicago,3102,3228,3,476.92,943,15
P4339,Product_4339,Supplier B,Houston,9459,1683,19,78.14,162,7
P4340,Product_4340,Supplier B,Houston,9955,1865,17,59.66,902,1
P4341,Product_4341,Supplier C,Los Angeles,5770,1658,8,348.16,960,15
P4342,Product_4342,Supplier C,Los Angeles,1297,4892,22,243.82,467,4
P4343,Product_4343,Supplier A,Houston,7691,4078,21,157.68,194,7
P4344,Product_4344,Supplier D,Los Angeles,415,4000,28,380.67,884,14
P4345,Product_4345,Supplier D,Miami,6916,3940,14,102.65,695,15
P4346,Product_4346,Supplier A,Miami,5322,3520,18,237.91,704,12
P4347,Product_4347,Supplier D,Chicago,7385,1896,10,205.59,700,7
P4348,Product_4348,Supplier C,New York,8352,467,25,499.53,504,4
P4349,Product_4349,Supplier D,Houston,5012,3263,26,420.79,346,1
P4350,Product_4350,Supplier D,Chicago,1850,3833,27,386.46,582,10
P4351,Product_4351,Supplier C,Miami,5617,4663,11,249.61,674,3
P4352,Product_4352,Supplier C,Chicago,1382,2028,24,360.27,697,5
P4353,Product_4353,Supplier D,Houston,9731,1724,7,191.26,763,11
P4354,Product_4354,Supplier B,Miami,2394,3863,16,351.74,689,6
P4355,Product_4355,Supplier D,Chicago,6747,4345,22,376.01,804,11
P4356,Product_4356,Supplier A,Los Angeles,3536,933,20,275.77,863,2
P4357,Product_4357,Supplier C,New York,3289,2156,15,177.15,51,3
P4358,Product_4358,Supplier C,Miami,6038,485,16,352.43,380,5
P4359,Product_4359,Supplier D,Miami,3119,1075,25,362.2,614,6
P4360,Product_4360,Supplier A,Houston,170,4092,10,435.75,841,4
P4361,Product_4361,Supplier B,New York,4175,2109,11,228.3,68,10
P4362,Product_4362,Supplier A,Houston,143,234,21,452.1,176,2
P4363,Product_4363,Supplier C,Miami,5386,138,14,112.36,525,12
P4364,Product_4364,Supplier A,Los Angeles,1348,961,29,308.82,345,6
P4365,Product_4365,Supplier B,Houston,911,2926,5,443.49,264,6
P4366,Product_4366,Supplier C,Los Angeles,2362,1873,13,263.62,649,11
P4367,Product_4367,Supplier C,Chicago,7496,2834,19,362.24,986,12
P4368,Product_4368,Supplier A,Miami,9605,700,27,145.46,834,6
P4369,Product_4369,Supplier A,Miami,5033,1237,22,342.04,528,14
P4370,Product_4370,Supplier D,Miami,754,4817,14,371.78,550,12
P4371,Product_4371,Supplier D,Los Angeles,1671,2051,6,481.91,217,6
P4372,Product_4372,Supplier A,Houston,6692,2948,15,335.16,945,3
P4373,Product_4373,Supplier D,Los Angeles,7290,4399,18,173.0,419,2
P4374,Product_4374,Supplier A,Houston,8082,4268,11,433.06,831,5
P4375,Product_4375,Supplier B,Houston,7625,1583,30,157.93,661,8
P4376,Product_4376,Supplier B,Miami,2458,3576,18,93.77,307,15
P4377,Product_4377,Supplier C,Chicago,6080,4445,7,442.08,757,3
P4378,Product_4378,Supplier D,Chicago,9726,2152,6,482.52,800,6
P4379,Product_4379,Supplier B,New York,1293,4729,24,416.42,512,2
P4380,Product_4380,Supplier D,New York,4312,3281,7,357.65,804,6
P4381,Product_4381,Supplier C,Miami,2086,3165,23,103.1,227,5
P4382,Product_4382,Supplier B,Miami,5032,3809,15,199.59,623,2
P4383,Product_4383,Supplier A,Chicago,744,4455,23,99.01,233,15
P4384,Product_4384,Supplier C,Los Angeles,8970,4399,5,147.74,97,4
P4385,Product_4385,Supplier B,Chicago,6678,983,17,318.48,245,1
P4386,Product_4386,Supplier C,New York,687,2022,27,185.03,977,13
P4387,Product_4387,Supplier C,Chicago,9852,1386,5,470.92,666,11
P4388,Product_4388,Supplier A,Chicago,9450,3635,22,449.84,763,2
P4389,Product_4389,Supplier A,Los Angeles,1961,3336,19,325.05,430,6
P4390,Product_4390,Supplier A,Miami,7397,504,29,184.05,726,14
P4391,Product_4391,Supplier A,Houston,4677,4166,6,416.17,462,1
P4392,Product_4392,Supplier C,New York,2263,3939,26,496.45,638,10
P4393,Product_4393,Supplier D,Miami,584,4815,29,419.69,569,1
P4394,Product_4394,Supplier A,Chicago,7645,3366,26,85.05,286,8
P4395,Product_4395,Supplier C,Los Angeles,4664,1646,11,479.13,742,7
P4396,Product_4396,Supplier A,New York,5069,469,6,124.19,983,13
P4397,Product_4397,Supplier C,Chicago,4955,3825,11,263.59,176,11
P4398,Product_4398,Supplier B,Los Angeles,121,1596,15,479.64,745,4
P4399,Product_4399,Supplier A,Houston,8350,3648,21,173.39,192,7
P4400,Product_4400,Supplier A,Miami,8929,3424,11,371.96,773,9
P4401,Product_4401,Supplier B,Miami,5685,630,14,245.1,990,13
P4402,Product_4402,Supplier D,Chicago,6517,1825,18,325.43,950,3
P4403,Product_4403,Supplier C,Chicago,4809,1570,28,140.05,904,7
P4404,Product_4404,Supplier C,Miami,6388,4086,25,253.86,257,2
P4405,Product_4405,Supplier D,Chicago,1833,2878,7,489.01,95,14
P4406,Product_4406,Supplier B,Chicago,1220,3568,13,91.31,80,4
P4407,Product_4407,Supplier C,New York,9321,2538,26,201.4,59,9
P4408,Product_4408,Supplier D,Houston,8876,3641,16,265.77,398,11
P4409,Product_4409,Supplier B,New York,6964,4443,25,192.22,686,11
P4410,Product_4410,Supplier C,Los Angeles,7074,3314,11,429.53,320,1
P4411,Product_4411,Supplier C,Los Angeles,1577,3154,19,113.37,175,15
P4412,Product_4412,Supplier A,Houston,2818,3896,6,426.22,302,9
P4413,Product_4413,Supplier A,New York,3229,1789,8,488.68,809,9
P4414,Product_4414,Supplier B,Los Angeles,1984,4356,5,272.97,216,12
P4415,Product_4415,Supplier A,Houston,7738,117,19,134.03,168,14
P4416,Product_4416,Supplier B,New York,8593,3326,16,388.88,552,3
P4417,Product_4417,Supplier B,Miami,1143,2428,14,151.08,837,6
P4418,Product_4418,Supplier B,New York,6039,2236,17,413.45,582,11
P4419,Product_4419,Supplier A,Houston,1726,1516,15,271.63,332,10
P4420,Product_4420,Supplier A,Houston,5129,605,26,169.38,640,11
P4421,Product_4421,Supplier C,Miami,2712,1960,7,236.64,226,10
P4422,Product_4422,Supplier D,Houston,2568,744,29,466.72,181,2
P4423,Product_4423,Supplier D,Los Angeles,9559,112,23,276.6,834,1
P4424,Product_4424,Supplier B,Miami,4823,4073,5,248.68,86,13
P4425,Product_4425,Supplier B,Los Angeles,251,4357,27,189.01,600,4
P4426,Product_4426,Supplier A,New York,4731,2460,28,450.25,645,14
P4427,Product_4427,Supplier A,New York,9436,926,23,278.95,553,9
P4428,Product_4428,Supplier B,Chicago,4830,2350,14,201.56,493,1
P4429,Product_4429,Supplier C,Miami,941,3804,24,453.98,83,12
P4430,Product_4430,Supplier C,Chicago,2334,2441,29,351.57,549,12
P4431,Product_4431,Supplier C,Los Angeles,4302,2085,23,162.29,341,9
P4432,Product_4432,Supplier C,Houston,7567,2143,29,290.04,444,8
P4433,Product_4433,Supplier D,Houston,269,992,21,110.54,938,7
P4434,Product_4434,Supplier B,New York,1766,816,15,158.95,267,10
P4435,Product_4435,Supplier D,Miami,9219,1911,18,243.46,823,3
P4436,Product_4436,Supplier D,Miami,8068,2651,7,251.8,901,15
P4437,Product_4437,Supplier A,Chicago,5314,1025,22,317.56,579,12
P4438,Product_4438,Supplier D,Miami,6425,269,29,258.09,999,8
P4439,Product_4439,Supplier B,Los Angeles,7993,2480,6,313.97,1000,14
P4440,Product_4440,Supplier C,Miami,7970,3165,4,325.12,92,15
